date,"song, artist",song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_score
10/6/18,"Perfect, Ed Sheeran",Perfect,Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,3.4029850746268657
5/7/16,"The Hills, The Weeknd",The Hills,The Weeknd,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,242253,3.3439767779390417
1/18/20,"Old Town Road, Lil Nas X",Old Town Road,Lil Nas X,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,3.271405493
8/10/19,"Sicko Mode, Travis Scott",Sicko Mode,Travis Scott,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,3.2075919335705816
3/14/20,"Senorita, Shawn Mendes",Senorita,Shawn Mendes,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,3.191142191142191
5/7/16,"Hello, Adele",Hello,Adele,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,295502,3.1886792452830197
5/30/20,"Someone You Loved, Lewis Capaldi",Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,3.056603773584905
5/4/19,"Better Now, Post Malone",Better Now,Post Malone,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,3.051918735891648
7/21/12,"Party Rock Anthem, LMFAO",Party Rock Anthem,LMFAO,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173,3.048121292023731
9/10/16,"Love Yourself, Justin Bieber",Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,2.991103202846975
12/24/16,"One Dance, Drake",One Dance,Drake,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,2.925507900677201
1/30/16,"Trap Queen, Fetty Wap",Trap Queen,Fetty Wap,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,222093,2.898177920685959
1/20/18,"That's What I Like, Bruno Mars",That's What I Like,Bruno Mars,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,2.879478827361564
7/14/12,"We Found Love, Rihanna",We Found Love,Rihanna,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,2.8637137989778534
11/2/19,"Wow., Post Malone",Wow.,Post Malone,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,2.8596750369276216
11/1/14,"Dark Horse, Katy Perry",Dark Horse,Katy Perry,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,2.840034965034965
9/5/20,"The Box, Roddy Ricch",The Box,Roddy Ricch,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,2.831372549019608
12/28/19,"Lucid Dreams, Juice WRLD",Lucid Dreams,Juice WRLD,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,2.813186813186813
2/16/13,"Call Me Maybe, Carly Rae Jepsen",Call Me Maybe,Carly Rae Jepsen,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,2.812148481
3/7/20,"Sucker, Jonas Brothers",Sucker,Jonas Brothers,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027,2.7751256281407035
3/2/13,"Somebody That I Used To Know, Gotye",Somebody That I Used To Know,Gotye,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,2.7131722525331257
4/14/12,"Rolling In The Deep, Adele",Rolling In The Deep,Adele,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,228093,2.7030539311241064
5/2/20,"No Guidance, Chris Brown",No Guidance,Chris Brown,0.696,0.454,1,-6.756,0,0.153,0.123,0,0.155,0.136,92.928,260640,2.692111959287532
12/24/16,"This Is What You Came For, Calvin Harris",This Is What You Came For,Calvin Harris,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,2.6876640419947506
4/1/17,"Heathens, twenty one pilots",Heathens,twenty one pilots,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,2.677816901408451
7/11/20,"Memories, Maroon 5",Memories,Maroon 5,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,189486,2.6682539682539685
10/27/18,"Meant To Be, Bebe Rexha",Meant To Be,Bebe Rexha,0.642,0.772,10,-6.61,1,0.0848,0.0476,0,0.0646,0.589,153.995,164205,2.6626506024096384
9/17/11,"E.T., Katy Perry",E.T.,Katy Perry,0.602,0.863,5,-5.423,0,0.0773,0.0178,0,0.389,0.732,150.183,206373,2.6524390243902443
5/10/14,"Radioactive, Imagine Dragons",Radioactive,Imagine Dragons,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,2.651138353765324
2/18/12,"Give Me Everything, Pitbull",Give Me Everything,Pitbull,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,252307,2.643603133159269
8/15/15,"Shake It Off, Taylor Swift",Shake It Off,Taylor Swift,0.632,0.807,7,-5.676,1,0.0738,0.0103,1.27e-05,0.29,0.921,160.055,219209,2.6371308016877637
11/7/20,"Don't Start Now, Dua Lipa",Don't Start Now,Dua Lipa,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,2.6100386100386097
4/6/19,"I Like It, Cardi B, Bad Bunny",I Like It,"Cardi B, Bad Bunny",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,2.606212424849699
12/6/14,"Happy, Pharrell Williams",Happy,Pharrell Williams,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,2.60188457
6/13/15,"All About That Bass, Meghan Trainor",All About That Bass,Meghan Trainor,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,2.598823529411765
2/29/20,"Truth Hurts, Lizzo",Truth Hurts,Lizzo,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,2.5865102639296187
10/18/14,"Counting Stars, OneRepublic",Counting Stars,OneRepublic,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,257267,2.584684181106764
11/28/20,"Adore You, Harry Styles",Adore You,Harry Styles,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,2.520161290322581
4/16/16,"What Do You Mean?, Justin Bieber",What Do You Mean?,Justin Bieber,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,2.5091383812010446
10/6/18,"Nice For What, Drake",Nice For What,Drake,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,2.5
12/1/12,"Payphone, Maroon 5",Payphone,Maroon 5,0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,231387,2.483204134366925
8/27/16,"Sorry, Justin Bieber",Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,2.4568245125348187
5/5/18,"Wake Me Up!, Avicii",Wake Me Up!,Avicii,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,2.452481076534903
6/18/11,"Grenade, Bruno Mars",Grenade,Bruno Mars,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,222091,2.432432432432432
4/29/17,"Starboy, The Weeknd",Starboy,The Weeknd,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,2.432432432432432
6/9/12,"Moves Like Jagger, Maroon 5",Moves Like Jagger,Maroon 5,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,2.4203629032258065
2/25/17,"Don't Let Me Down, The Chainsmokers",Don't Let Me Down,The Chainsmokers,0.723,0.0401,8,-25.259,0,0.0447,0.994,0.944,0.0884,0.529,130.007,254769,2.397163120567376
1/20/18,"Despacito, Luis Fonsi",Despacito,Luis Fonsi,0.655,0.797,2,-4.787,1,0.153,0.198,0,0.067,0.839,177.928,229360,2.384892086330935
5/17/14,"Royals, Lorde",Royals,Lorde,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190185,2.3754601226993866
12/26/20,"Positions, Ariana Grande",Positions,Ariana Grande,0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,172325,2.3703703703703702
6/22/13,"Locked Out Of Heaven, Bruno Mars",Locked Out Of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,233478,2.356363636363636
12/1/18,"Psycho, Post Malone",Psycho,Post Malone,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,221440,2.354489164086687
11/28/15,"Thinking Out Loud, Ed Sheeran",Thinking Out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,2.3442508710801397
10/10/20,"Life Is Good, Future",Life Is Good,Future,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735,2.317817014446228
9/14/19,"7 Rings, Ariana Grande",7 Rings,Ariana Grande,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,2.317021276595745
5/2/15,"Stay With Me, Sam Smith",Stay With Me,Sam Smith,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,2.3124504361617766
3/29/14,"Blurred Lines, Robin Thicke",Blurred Lines,Robin Thicke,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,2.308617234468938
4/19/14,"Roar, Katy Perry",Roar,Katy Perry,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223546,2.306967984934087
12/26/20,"All I Want For Christmas Is You, Mariah Carey",All I Want For Christmas Is You,Mariah Carey,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,241107,2.304526748971193
4/16/16,"679, Fetty Wap",679,Fetty Wap,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,196693,2.2792022792022792
9/29/12,"Starships, Nicki Minaj",Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,210627,2.2718676122931445
11/14/15,"Sugar, Maroon 5",Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,2.267352185089974
7/18/15,"Blank Space, Taylor Swift",Blank Space,Taylor Swift,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827,2.2657342657342654
7/20/19,"Eastside, benny blanco, Halsey",Eastside,"benny blanco, Halsey",0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,2.2646566164154107
4/8/17,"Let Me Love You, DJ Snake",Let Me Love You,DJ Snake,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,2.2593360995850627
12/26/20,"Dynamite, BTS",Dynamite,BTS,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,199054,2.2578125
5/9/20,"Roxanne, Arizona Zervas",Roxanne,Arizona Zervas,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,2.2458471760797343
1/25/20,"Talk, Khalid",Talk,Khalid,0.9,0.4,0,-8.575,1,0.127,0.0516,0,0.0599,0.346,135.984,197573,2.2439024390243905
10/15/16,"Work, Rihanna",Work,Rihanna,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,219320,2.242214532871972
6/30/12,"Sexy And I Know It, LMFAO",Sexy And I Know It,LMFAO,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,199480,2.218867924528302
4/23/16,"Hotline Bling, Drake",Hotline Bling,Drake,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,2.2153846153846155
12/8/18,"In My Feelings, Drake",In My Feelings,Drake,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,2.1900452488687785
11/1/14,"Problem, Ariana Grande",Problem,Ariana Grande,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,193920,2.1777003484320554
2/10/18,"Believer, Imagine Dragons",Believer,Imagine Dragons,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,2.1755537325676784
3/10/12,"I Will Always Love You, Whitney Houston",I Will Always Love You,Whitney Houston,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,2.175
11/16/13,"Get Lucky, Daft Punk",Get Lucky,Daft Punk,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,2.167525773195876
11/10/18,"The Middle, Zedd, Maren Morris",The Middle,"Zedd, Maren Morris",0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,2.1650879566982404
3/7/20,"I Don't Care, Ed Sheeran",I Don't Care,Ed Sheeran,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,2.1422535211267606
9/21/13,"Thrift Shop, Macklemore",Thrift Shop,Macklemore,0.781,0.526,6,-6.986,0,0.293,0.0633,0,0.0457,0.665,94.993,235613,2.1323268206039074
7/19/14,"Timber, Pitbull",Timber,Pitbull,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204160,2.1213389121338917
11/25/17,"Body Like A Back Road, Sam Hunt",Body Like A Back Road,Sam Hunt,0.736,0.458,5,-7.437,1,0.0316,0.441,0,0.148,0.65,98.977,162547,2.119798234552333
12/26/20,"I Hope, Gabby Barrett",I Hope,Gabby Barrett,0.466,0.536,6,-6.227,1,0.0429,0.0951,0,0.114,0.377,75.998,210773,2.1146341463414635
3/19/16,"See You Again, Wiz Khalifa",See You Again,Wiz Khalifa,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,2.1075604053000783
12/2/17,"Something Just Like This, The Chainsmokers",Something Just Like This,The Chainsmokers,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,2.100828729281768
12/6/14,"All Of Me, John Legend",All Of Me,John Legend,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,2.079450418160096
2/4/12,"Super Bass, Nicki Minaj",Super Bass,Nicki Minaj,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013,2.0778688524590163
12/26/20,"Mood, 24kGoldn",Mood,24kGoldn,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,140533,2.074712643678161
2/27/16,"Watch Me, Silento",Watch Me,Silento,0.821,0.759,8,-8.541,1,0.121,0.247,0,0.321,0.962,140.01,185143,2.0610142630744845
4/6/13,"Diamonds, Rihanna",Diamonds,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,225147,2.054711246200608
7/30/11,"Firework, Katy Perry",Firework,Katy Perry,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,2.045685279187817
7/7/18,"Havana, Camila Cabello",Havana,Camila Cabello,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,2.0454545454545454
1/25/14,"Holy Grail, Jay Z",Holy Grail,Jay Z,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,338413,2.0363128491620115
11/30/19,"Dancing With A Stranger, Sam Smith",Dancing With A Stranger,Sam Smith,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,171030,2.029058116232465
8/10/19,"High Hopes, Panic! At The Disco",High Hopes,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,2.022438294689604
6/4/16,"Stitches, Shawn Mendes",Stitches,Shawn Mendes,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,206880,2.022438294689604
8/24/13,"Ho Hey, The Lumineers",Ho Hey,The Lumineers,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133,2.0031266284523186
5/25/19,"Thank U, Next, Ariana Grande","Thank U, Next",Ariana Grande,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,2
10/26/13,"Cruise, Florida Georgia Line",Cruise,Florida Georgia Line,0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148,208960,1.9904436860068264
3/14/15,"Bang Bang, Jessie J, Ariana Grande",Bang Bang,"Jessie J, Ariana Grande",0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,199387,1.9814432989690725
4/12/14,"Wrecking Ball, Miley Cyrus",Wrecking Ball,Miley Cyrus,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360,1.9504761904761905
11/5/16,"Work From Home, Fifth Harmony",Work From Home,Fifth Harmony,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,214480,1.9395973154362411
9/19/20,"Intentions, Justin Bieber",Intentions,Justin Bieber,0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986,212867,1.918163672654691
3/25/17,"Side To Side, Ariana Grande",Side To Side,Ariana Grande,0.65,0.736,6,-5.84,0,0.229,0.0528,0,0.235,0.613,159.173,226160,1.9168704156479217
5/25/19,"Drip Too Hard, Lil Baby",Drip Too Hard,Lil Baby,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,1.9140625
8/5/17,"24K Magic, Bruno Mars",24K Magic,Bruno Mars,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,1.9124004550625715
12/14/13,"Mirrors, Justin Timberlake",Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,1.9090909090909087
4/20/13,"One More Night, Maroon 5",One More Night,Maroon 5,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,219467,1.9008620689655171
10/20/12,"We Are Young, fun.",We Are Young,fun.,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,1.9008620689655171
12/30/17,"Humble., Kendrick Lamar",Humble.,Kendrick Lamar,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,1.8987517337031896
4/5/14,"Hold On, We're Going Home, Drake","Hold On, We're Going Home",Drake,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880,1.887348354
2/25/17,"Cheap Thrills, Sia",Cheap Thrills,Sia,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,1.884320557491289
5/9/20,"10,000 Hours, Dan + Shay","10,000 Hours",Dan + Shay,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,1.8828451882845187
2/3/18,"Unforgettable, French Montana",Unforgettable,French Montana,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,1.8717391304347823
3/3/18,"Too Good At Goodbyes, Sam Smith",Too Good At Goodbyes,Sam Smith,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,1.8711864406779664
2/14/15,"Rude, MAGIC!",Rude,MAGIC!,0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,224840,1.8615725359911408
4/9/11,"Black And Yellow, Wiz Khalifa",Black And Yellow,Wiz Khalifa,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,217667,1.8292682926829271
8/16/14,"Talk Dirty, Jason Derulo",Talk Dirty,Jason Derulo,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177685,1.8180300500834723
3/30/13,"Some Nights, fun.",Some Nights,fun.,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,1.815865662999421
9/12/15,"Love Me Like You Do, Ellie Goulding",Love Me Like You Do,Ellie Goulding,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,252534,1.8147566718995287
12/10/11,"If I Die Young, The Band Perry",If I Die Young,The Band Perry,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,1.8129988597491449
5/31/14,"The Monster, Eminem",The Monster,Eminem,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189,1.8125
4/14/12,"Someone Like You, Adele",Someone Like You,Adele,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,285240,1.804270462633452
3/19/16,"Lean On, Major Lazer",Lean On,Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,1.8028169014084507
7/2/11,"Just The Way You Are, Bruno Mars",Just The Way You Are,Bruno Mars,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,220734,1.8025034770514603
6/7/14,"Billie Jean, Michael Jackson",Billie Jean,Michael Jackson,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,293827,1.7857142857142856
5/17/14,"Say Something, A Great Big World",Say Something,A Great Big World,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,1.783641160949868
11/21/20,"Roses, SAINt JHN",Roses,SAINt JHN,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867,1.7812018489984591
5/11/19,"Youngblood, 5 Seconds Of Summer",Youngblood,5 Seconds Of Summer,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,1.7777777777777777
10/20/12,"What Makes You Beautiful, One Direction",What Makes You Beautiful,One Direction,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,199987,1.7757296466973886
10/1/16,"Stressed Out, twenty one pilots",Stressed Out,twenty one pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,1.7673202614379084
12/10/16,"Panda, Desiigner",Panda,Desiigner,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761,1.762114537444934
7/30/16,"Pillowtalk, Zayn",Pillowtalk,Zayn,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202747,1.761467889908257
10/31/15,"Earned It (Fifty Shades Of Grey), The Weeknd",Earned It (Fifty Shades Of Grey),The Weeknd,0.659,0.291,2,-8.275,0,0.0348,0.405,0,0.0771,0.406,119.829,277680,1.7592768791627025
8/5/17,"Bad And Boujee, Migos",Bad And Boujee,Migos,0.926,0.666,11,-5.314,1,0.244,0.0611,0,0.123,0.168,127.079,343150,1.753721244925575
10/3/20,"Savage, Megan Thee Stallion",Savage,Megan Thee Stallion,0.843,0.741,11,-5.609,1,0.334,0.0252,0,0.096,0.68,168.983,155497,1.742222222222222
6/23/12,"Good Feeling, Flo Rida",Good Feeling,Flo Rida,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,1.735107731
3/18/17,"Treat You Better, Shawn Mendes",Treat You Better,Shawn Mendes,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,1.7264472190692397
12/1/12,"Wide Awake, Katy Perry",Wide Awake,Katy Perry,0.511,0.681,5,-5.103,1,0.0359,0.0843,6.73e-06,0.503,0.555,160.035,220933,1.7244897959183674
5/14/16,"Purple Rain, Prince And The Revolution",Purple Rain,Prince And The Revolution,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,1.7142857142857142
10/6/12,"Glad You Came, The Wanted",Glad You Came,The Wanted,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,197936,1.7133917396745932
12/14/13,"We Can't Stop, Miley Cyrus",We Can't Stop,Miley Cyrus,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,231240,1.7113924050632912
2/11/17,"Cold Water, Major Lazer",Cold Water,Major Lazer,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185360,1.7112676056338028
